"Passenger rail transport by type of transport"

"International transport"	"Number of passengers (1000s)"	"France"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	19611	15537	13769	15974	18849	23539	26054	26651	29521	29795	29398	26652	24224	24387	23455	23812	17246	35027	35552	40110	42228	42557	42994	40520	38966	40126	..
"International transport"	"Number of passengers (1000s)"	"Georgia"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"International transport"	"Number of passengers (1000s)"	"Germany"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10910	9389	10017	9964	7246	14388	..	13301	8500	9866	10807	11700	11800	10892	14400	14000	14300	14000	14100	15851	..
"International transport"	"Number of passengers (1000s)"	"Greece"	..	..	..	..	..	..	..	..	..	..	..	..	901	593	425	364	209	237	206	210	168	108	134	124	155	172	161	225	288	357	292	..	..	17	0	5	43	32	21	22	..
"International transport"	"Number of passengers (1000s)"	"Hungary"	..	..	..	..	..	..	..	..	..	..	..	..	7400	4800	2524	3317	2974	2425	2497	1898	2106	1698	2057	2257	2164	2065	1958	2359	..	2074	2153	2213	2197	2651	2930	2919	2720	2775	2629	3096	..
"International transport"	"Number of passengers (1000s)"	"Ireland"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	719	731	806	769	713	313	342	375	..
"International transport"	"Number of passengers (1000s)"	"Israel"	..	..	..	..	..	..	..	..	..	..	..	..	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	..	..	..	..	..	..	..	..	..	..
"International transport"	"Number of passengers (1000s)"	"Italy"	..	..	..	..	..	..	..	..	..	..	..	..	13000	16000	..	16370	17000	..	..	..	..	..	..	7384	6930	..	4003	4511	5453	5052	4830	4627	3877	3774	3280	3126	3145	3474	2972	..	..
"International transport"	"Number of passengers (1000s)"	"Kazakhstan"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	4060	3721	3952	4312	4120	..	2457	..	..
"International transport"	"Number of passengers (1000s)"	"Kyrgyzstan"	..	..	..	..	..	..	..	..	..	..	..	..	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"International transport"	"Number of passengers (1000s)"	"Latvia"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	9192	5949	2344	1261	1238	1179	910	740	686	527	429	359	321	346	363	338	301	248	287	287	298	310	252	179	157	167	166
"International transport"	"Number of passengers (1000s)"	"Lithuania"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7045	10333	4361	2160	2030	1945	1658	1483	1441	1404	1462	998	311	323	355	383	366	294	313	379	470	538	454	360	336	322	366
"International transport"	"Number of passengers (1000s)"	"Luxembourg"	..	..	..	..	..	..	..	..	..	..	..	..	1149	1476	1439	2082	2344	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"International transport"	"Number of passengers (1000s)"	"Montenegro"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	235	94	..
"International transport"	"Number of passengers (1000s)"	"Netherlands"	..	..	..	..	..	..	..	..	..	..	..	..	6618	7180	6808	6808	6013	6000	6745	7480	..	..	..	..	..	..	..	5000	..	..	..	..	..	..	..	6415	6397	7491	7757	8175	..
"International transport"	"Number of passengers (1000s)"	"North Macedonia"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	65	116	104	83	45	26	18	8	14	24	33	34	..	42	50	48	24	23	23	13	13	11	12	9	3	5	..
"International transport"	"Number of passengers (1000s)"	"Norway"	..	..	..	..	..	..	..	..	..	..	..	..	299	211	241	238	168	134	130	110	116	120	140	140	..	..	..	..	..	..	487	487	507	516	479	489	473	497	537	593	442
"International transport"	"Number of passengers (1000s)"	"Poland"	..	..	..	..	..	..	..	..	..	..	..	..	9894	8532	7294	7912	5331	4913	4331	3993	2738	3152	3707	3295	2404	2070	2379	2359	2465	2676	1991	1533	1794	2093	2064	1875	1429	1145	1143	1408	..
"International transport"	"Number of passengers (1000s)"	"Portugal"	..	..	..	..	..	..	..	..	..	..	..	..	542	574	486	338	254	176	180	198	642	537	336	396	350	..	..	..	201	201	155	136	140	129	130	134	156	227	234	251	..
"International transport"	"Number of passengers (1000s)"	"Republic of Moldova"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1495	1680	2230	2048	2059	2207	2019	3214	1546	1650	..	3803	3606	1292	1273	1214	835	686	620	614	660
"International transport"	"Number of passengers (1000s)"	"Romania"	..	..	..	..	..	..	..	..	..	..	..	..	3651	1641	1337	971	1212	866	710	675	601	632	884	703	564	508	520	481	544	469	492	433	442	239	233	273	235	220	204	188	..
"International transport"	"Number of passengers (1000s)"	"Russian Federation"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1071	871	804	764	526	..	..	..	..	..	..	..	..	..	117000	114924	14819	86	15080	..	..	..	..	..
"International transport"	"Number of passengers (1000s)"	"Serbia"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	442	1113	846	688	709	767	703	623	337	350	..	292	..
"International transport"	"Number of passengers (1000s)"	"Slovakia"	..	..	..	..	..	..	..	..	..	..	..	..	2615	2341	1062	373	3044	2663	5640	5821	3294	2136	2474	2426	2312	2120	2075	2547	2872	3080	3153	2906	2858	2940	3243	3456	3566	3575	3718	3896	..
"International transport"	"Number of passengers (1000s)"	"Slovenia"	..	..	..	..	..	..	..	..	..	..	..	..	1669	1023	1331	1042	992	885	813	825	936	769	839	899	926	914	850	825	856	891	908	921	926	905	890	858	783	766	777	830	877
"International transport"	"Number of passengers (1000s)"	"Spain"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	730	750	796	939	950	969	991	975	..	851	837	840	698	771	676	719	766	449	719	1823	1916	..	..	..
"International transport"	"Number of passengers (1000s)"	"Sweden"	..	..	..	..	..	..	..	..	..	..	..	..	1296	1337	1226	1325	1354	..	..	..	..	874	3457	6000	7000	7000	7000	8000	9000	10000	11000	12000	11000	11000	11768	12256	12258	12689	12001	12148	11160
"International transport"	"Number of passengers (1000s)"	"Switzerland"	..	..	..	..	..	..	..	..	..	..	..	..	8195	8821	8847	8651	7866	6744	5953	5116	4787	..	..	..	..	..	..	..	..	..	12961	12289	13960	14110	15911	15565	15120	15620	15147	16035	27805
"International transport"	"Number of passengers (1000s)"	"Tajikistan"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	161	131	126	196	109	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"International transport"	"Number of passengers (1000s)"	"Turkey"	..	..	..	..	..	..	..	..	..	..	..	..	115	200	102	237	196	130	173	231	218	103	84	139	135	129	116	143	182	208	255	241	260	181	124	99	156	132	168	132	..
"International transport"	"Number of passengers (1000s)"	"Turkmenistan"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	565	735	889	937	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"International transport"	"Number of passengers (1000s)"	"Ukraine"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"International transport"	"Number of passengers (1000s)"	"United Kingdom"	..	..	..	..	..	..	..	..	..	..	..	..	0	0	0	1	..	700	800	..	..	..	..	..	..	..	..	..	15501	16164	16305	16809	17836	..	..	19641	20109	19847	19428	19649	..
"International transport"	"Number of passengers (1000s)"	"United States"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	222	258	280	272	284	294	296	302	295	300
"International transport"	"Number of passengers (1000s)"	"Uzbekistan"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7418	1810	2081	3932	989	650	..	..	..	..	..	..	..	..	..	..	..	910	916	..	577	..	602	471
"International transport"	"Passenger kilometres (millions)"	"Albania"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	0	0	0	0	0	0	0	0	0	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"International transport"	"Passenger kilometres (millions)"	"Armenia"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10	0	0	15	9	5	8	14	..	..	..	..	..	..	..	..	..	..	31	29	28	22	27	..	..
"International transport"	"Passenger kilometres (millions)"	"Austria"	..	..	..	..	..	..	..	..	..	..	..	..	1923	1992	2084	2082	1909	1786	1739	1246	1059	1039	1309	1672	1680	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"International transport"	"Passenger kilometres (millions)"	"Azerbaijan"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	448	185	2	1	..	..	..	46	..	..	..	104	118	159	170	155	..	83	76	82	90	81	56	46	..	..
"International transport"	"Passenger kilometres (millions)"	"Belarus"	..	..	..	..	..	..	..	..	..	..	..	..	..	8294	..	8084	4963	3093	2703	2540	2084	..	..	..	..	..	..	..	..	..	..	..	..	..	2338	2173	1469	1124	1107	..	..
"International transport"	"Passenger kilometres (millions)"	"Belgium"	..	..	..	..	..	..	..	..	..	..	..	..	948	1032	1042	945	843	972	1109	1146	1267	1321	1438	1439	1470	1337	1348	1379	1417	1386	1491	1488	..	..	..	..	..	..	..	..	..
"International transport"	"Passenger kilometres (millions)"	"Bosnia and Herzegovina"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..	17	16	17	5	3	3	..	0	..
"International transport"	"Passenger kilometres (millions)"	"Bulgaria"	..	..	..	..	..	..	..	..	..	..	..	..	..	137	103	82	107	87	64	87	66	52	56	61	70	39	21	44	56	81	71	56	55	36	28	31	19	11	17	21	..
"International transport"	"Passenger kilometres (millions)"	"Canada"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"International transport"	"Passenger kilometres (millions)"	"Croatia"	..	..	..	..	..	..	..	..	..	..	..	..	292	175	53	14	22	30	38	38	44	46	63	74	112	121	113	105	105	103	107	90	82	81	75	49	43	40	37	32	..
"International transport"	"Passenger kilometres (millions)"	"Czechia"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	260	276	403	514	772	639	590	619	616	524	373	368	381	358	364	479	371	328	306	471	797	852	1086	1334	1531	..
"International transport"	"Passenger kilometres (millions)"	"Denmark"	..	..	..	..	..	..	..	..	..	..	..	..	274	260	227	222	207	188	179	175	177	157	206	270	283	343	346	335	372	438	490	..	..	..	..	380	375	408	356	342	..
"International transport"	"Passenger kilometres (millions)"	"Estonia"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	449	227	147	102	78	73	49	32	26	22	20	22	23	25	26	27	28	17	18	15	17	22	17	10	19	20	20
"International transport"	"Passenger kilometres (millions)"	"Finland"	..	..	..	..	..	..	..	..	..	..	..	..	77	62	27	32	40	51	55	65	63	51	60	65	81	72	72	76	93	103	112	91	90	115	128	155	134	111	117	142	..
"International transport"	"Passenger kilometres (millions)"	"France"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	19611	15537	5124	5618	6314	7727	8453	8851	9600	9700	9451	8469	7777	7821	7476	7517	8019	8910	8898	10341	10698	10827	10810	9780	9265	9683	..
"International transport"	"Passenger kilometres (millions)"	"Georgia"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"International transport"	"Passenger kilometres (millions)"	"Germany"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	3365	3378	3084	3367	2344	2747	..	..	2688	3587	3870	4162	4321	4281	5316	4806	4909	4748	4700	4790	..
"International transport"	"Passenger kilometres (millions)"	"Greece"	..	..	..	..	..	..	..	..	..	..	..	..	286	141	125	1638	1344	55	52	37	28	18	24	21	26	35	33	50	63	77	58	..	..	4	0	0	4	7	2	3	..
"International transport"	"Passenger kilometres (millions)"	"Hungary"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	462	508	489	335	372	335	431	295	387	416	402	398	386	375	..	372	380	392	376	409	449	400	373	371	352	361	..
"International transport"	"Passenger kilometres (millions)"	"Ireland"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	131	32	29	96	33	57	63	68	..
"International transport"	"Passenger kilometres (millions)"	"Israel"	..	..	..	..	..	..	..	..	..	..	..	..	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	..	..	..	..	..	..	..	..	..	..
"International transport"	"Passenger kilometres (millions)"	"Italy"	..	..	..	..	..	..	..	..	..	..	..	..	5000	6132	..	6220	6460	4612	4604	4660	4452	4204	4235	2895	2723	..	2002	2255	2726	1278	1059	1107	863	889	735	806	711	621	584	..	..
"International transport"	"Passenger kilometres (millions)"	"Kazakhstan"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	4141	3472	3852	3309	3672	..	1917	..	..
"International transport"	"Passenger kilometres (millions)"	"Kyrgyzstan"	..	..	..	..	..	..	..	..	..	..	..	..	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"International transport"	"Passenger kilometres (millions)"	"Latvia"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1386	871	372	233	226	229	183	153	147	117	101	86	83	89	93	86	76	62	71	71	77	81	66	46	39	41	40
"International transport"	"Passenger kilometres (millions)"	"Lithuania"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1554	1820	732	384	340	321	267	245	276	270	269	175	21	21	22	24	22	18	19	21	24	26	20	14	13	12	15
"International transport"	"Passenger kilometres (millions)"	"Luxembourg"	..	..	..	..	..	..	..	..	..	..	..	..	39	51	32	45	49	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"International transport"	"Passenger kilometres (millions)"	"Montenegro"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	24	15	..
"International transport"	"Passenger kilometres (millions)"	"Netherlands"	..	..	..	..	..	..	..	..	..	..	..	..	628	635	650	650	580	569	593	647	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	906	904	1059	1095	1077	..
"International transport"	"Passenger kilometres (millions)"	"North Macedonia"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10	9	7	7	5	2	2	1	1	2	3	3	..	3	4	4	2	2	2	0	1	1	1	1	0	0	..
"International transport"	"Passenger kilometres (millions)"	"Norway"	..	..	..	..	..	..	..	..	..	..	..	..	93	84	94	98	70	55	65	47	50	50	58	56	..	..	..	..	..	..	64	68	72	63	45	45	43	45	51	56	38
"International transport"	"Passenger kilometres (millions)"	"Poland"	..	..	..	..	..	..	..	..	..	..	..	..	3534	2995	1205	1213	1005	866	847	780	633	684	746	768	598	524	713	706	714	723	578	464	546	602	553	504	395	307	277	283	..
"International transport"	"Passenger kilometres (millions)"	"Portugal"	..	..	..	..	..	..	..	..	..	..	..	..	104	118	119	85	110	75	69	75	81	239	107	145	91	..	..	..	55	55	120	103	103	94	90	102	111	120	120	124	..
"International transport"	"Passenger kilometres (millions)"	"Republic of Moldova"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	226	161	202	208	221	220	210	210	305	292	..	234	226	208	205	191	111	64	52	49	52
"International transport"	"Passenger kilometres (millions)"	"Romania"	..	..	..	..	..	..	..	..	..	..	..	..	1164	708	456	252	316	197	152	127	114	163	247	207	162	151	158	144	164	146	152	133	129	57	65	78	51	43	36	34	..
"International transport"	"Passenger kilometres (millions)"	"Russian Federation"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	825	673	711	773	460	..	..	..	..	..	..	..	..	..	113000	110853	15728	192	15733	..	..	..	..	..
"International transport"	"Passenger kilometres (millions)"	"Serbia"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	77	322	227	168	200	224	207	191	69	77	..	58	..
"International transport"	"Passenger kilometres (millions)"	"Slovakia"	..	..	..	..	..	..	..	..	..	..	..	..	1034	907	498	45	665	614	745	390	248	173	179	179	161	131	129	143	170	195	202	185	188	209	216	230	234	203	212	224	..
"International transport"	"Passenger kilometres (millions)"	"Slovenia"	..	..	..	..	..	..	..	..	..	..	..	..	263	158	143	113	115	105	103	105	125	100	112	121	127	127	116	111	118	122	122	123	134	132	128	125	115	115	115	125	132
"International transport"	"Passenger kilometres (millions)"	"Spain"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	479	576	674	807	805	816	829	828	..	739	734	212	618	611	640	194	172	148	143	289	328	..	..	..
"International transport"	"Passenger kilometres (millions)"	"Sweden"	..	..	..	..	..	..	..	..	..	..	..	..	..	701	664	708	716	..	..	..	..	397	527	753	888	857	645	598	580	494	537	615	539	551	462	483	493	529	467	591	489
"International transport"	"Passenger kilometres (millions)"	"Switzerland"	..	..	..	..	..	..	..	..	..	..	..	..	1487	1451	1464	1393	1243	1075	920	714	687	..	..	..	..	..	..	..	..	..	989	953	1082	1081	1088	1042	1010	1037	995	1005	1717
"International transport"	"Passenger kilometres (millions)"	"Tajikistan"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"International transport"	"Passenger kilometres (millions)"	"Turkey"	..	..	..	..	..	..	..	..	..	..	..	..	35	61	31	72	59	39	52	70	61	30	25	64	70	61	65	59	76	81	98	103	113	80	57	44	70	49	55	39	..
"International transport"	"Passenger kilometres (millions)"	"Turkmenistan"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	193	396	184	199	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"International transport"	"Passenger kilometres (millions)"	"Ukraine"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7825	7201	7531	7443	1515	822	737	..	..
"International transport"	"Passenger kilometres (millions)"	"United Kingdom"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	15	20	24	29	31	27	30	27	28	28	..	..	..	1472	1537	1599	1641	1720	..	..	1861	1905	1893	1837	1872	..
"International transport"	"Passenger kilometres (millions)"	"United States"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"International transport"	"Passenger kilometres (millions)"	"Uzbekistan"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	558	658	871	803	574	650	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
