"Passenger rail transport by type of transport"

"National transport"	"Number of passengers (1000s)"	"Albania"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	3961	4022	3739	3389	1820	2269	2270	2381	2676	2279	2070	1758	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"National transport"	"Number of passengers (1000s)"	"Armenia"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	3354	2591	1598	1886	1525	1302	1055	1114	..	..	..	..	..	..	..	..	..	..	485	366	319	303	299	..	..
"National transport"	"Number of passengers (1000s)"	"Austria"	..	..	..	..	..	..	..	..	..	..	..	..	158872	163805	164790	170922	180918	185247	185053	176382	172354	175007	175958	175633	177095	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"National transport"	"Number of passengers (1000s)"	"Azerbaijan"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	8280	9882	8947	4575	..	..	..	4021	..	..	..	4792	5008	5170	5898	5751	..	4486	3164	2363	2164	2232	1716	1832	..	..
"National transport"	"Number of passengers (1000s)"	"Belarus"	..	..	..	..	..	..	..	..	..	..	..	..	..	123914	..	174448	155482	137450	125768	139089	144320	..	..	..	..	..	..	..	..	..	..	..	..	..	92789	92303	86503	83131	77950	..	..
"National transport"	"Number of passengers (1000s)"	"Belgium"	..	..	..	..	..	..	..	..	..	..	..	..	133628	135759	134850	135388	133417	133215	130754	133210	133923	134819	139878	146468	150842	154946	165946	172883	182849	192246	200926	204430	..	..	..	..	..	..	..	..	..
"National transport"	"Number of passengers (1000s)"	"Bosnia and Herzegovina"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	3038	..	..	..	..	..	..	..	..	..	..	..	..	..	..	705	650	677	583	497	482	..	472	..
"National transport"	"Number of passengers (1000s)"	"Bulgaria"	..	..	..	..	..	..	..	..	..	..	..	..	..	72242	75518	75645	65043	58479	65808	82130	63911	52894	49794	41570	33442	35061	34056	33572	33905	32978	33302	30929	29671	28920	26174	25727	24325	16877	20911	20411	..
"National transport"	"Number of passengers (1000s)"	"Canada"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"National transport"	"Number of passengers (1000s)"	"Croatia"	..	..	..	..	..	..	..	..	..	..	..	..	38965	21027	17174	18390	18677	27893	28348	28113	27783	29813	34228	36246	35401	34142	35972	39104	45432	62367	70170	72846	68898	49330	27068	23810	21528	21331	20412	19513	..
"National transport"	"Number of passengers (1000s)"	"Czechia"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	241054	227633	225645	217381	199267	180013	174424	171309	187857	174797	172419	179311	178543	181016	182194	174902	162933	162414	165384	169771	170790	172255	171976	173701	176932	..
"National transport"	"Number of passengers (1000s)"	"Denmark"	..	..	..	..	..	..	..	..	..	..	..	..	143700	143100	141500	144400	146000	144300	143200	143322	148200	148600	150400	149800	145000	148276	150453	153135	155124	154221	157617	..	..	..	..	180781	182971	186290	186400	181975	..
"National transport"	"Number of passengers (1000s)"	"Estonia"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	12968	15362	10711	8210	6229	5134	6442	6594	7134	5368	5078	4971	5150	5019	5158	5292	5124	4798	4701	4674	4314	4077	5808	6604	6823	7326	7652
"National transport"	"Number of passengers (1000s)"	"Finland"	..	..	..	..	..	..	..	..	..	..	..	..	45727	45576	45007	44256	43849	44249	46814	49760	51155	53032	54577	54747	57429	59653	59882	63226	63466	66286	69505	67205	68604	67933	68836	68810	67745	75524	81663	85155	..
"National transport"	"Number of passengers (1000s)"	"France"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	830854	806421	792596	724873	767678	773717	786123	823503	820271	833042	859163	852797	906928	938334	977448	1021273	1063314	1066613	1049222	1085178	1108067	1122265	1114684	1277479	1197557	1237353	..
"National transport"	"Number of passengers (1000s)"	"Georgia"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"National transport"	"Number of passengers (1000s)"	"Germany"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1321090	1668993	1702063	1689705	1650031	1662760	..	2121600	2213600	2217152	2319371	2311400	2357219	2501629	2535600	2597600	2678100	2692900	2779215	2815593	..
"National transport"	"Number of passengers (1000s)"	"Greece"	..	..	..	..	..	..	..	..	..	..	..	..	11166	11660	11394	11383	11517	11241	12610	13051	11509	12160	14754	13911	14083	8713	9322	9734	9233	12855	15747	..	..	13288	12658	13191	13356	16008	15561	15337	..
"National transport"	"Number of passengers (1000s)"	"Hungary"	..	..	..	..	..	..	..	..	..	..	..	..	203181	189700	170884	156958	157485	153298	154909	154819	154867	155149	153927	159474	162423	157806	160731	153996	..	147684	142737	140598	138322	143018	144873	145575	143407	141622	143954	144332	..
"National transport"	"Number of passengers (1000s)"	"Ireland"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	37351	36491	65420	66482	69703	73944	76500	82775	..
"National transport"	"Number of passengers (1000s)"	"Israel"	..	..	..	..	..	..	..	..	..	..	..	..	2524	2883	3439	3777	4281	4824	5100	5569	6382	8785	12698	15057	17540	19826	22898	26767	28351	31791	35136	..	..	..	..	..	..	..	..	64603	..
"National transport"	"Number of passengers (1000s)"	"Italy"	..	..	..	..	..	..	..	..	..	..	..	..	416400	422000	..	421630	438000	..	..	..	..	..	..	475416	485026	..	500398	512257	534845	552819	579125	581388	618406	519174	812314	811391	818577	826020	866227	..	..
"National transport"	"Number of passengers (1000s)"	"Kazakhstan"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	15502	16792	20402	24468	19109	..	20616	..	..
"National transport"	"Number of passengers (1000s)"	"Kyrgyzstan"	..	..	..	..	..	..	..	..	..	..	..	..	1439	1400	1700	2285	1072	784	1040	1004	635	445	589	630	448	392	331	345	457	436	646	..	711	597	549	..	..	..	..	..	..
"National transport"	"Number of passengers (1000s)"	"Latvia"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	73937	53663	53325	41035	32909	31855	29190	24122	17502	19610	21531	22602	23504	25569	27024	27042	26401	21256	20518	20160	19409	19419	18938	16885	17071	17327	18075
"National transport"	"Number of passengers (1000s)"	"Lithuania"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	14825	14816	13921	13077	12160	10612	10536	10044	7412	6314	5755	6006	5971	5758	5435	4095	4081	3525	3482	3748	3781	3808	3672	3430	3580	3855	4300
"National transport"	"Number of passengers (1000s)"	"Luxembourg"	..	..	..	..	..	..	..	..	..	..	..	..	8895	8895	8961	8618	8956	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"National transport"	"Number of passengers (1000s)"	"Montenegro"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1049	833	..
"National transport"	"Number of passengers (1000s)"	"Netherlands"	..	..	..	..	..	..	..	..	..	..	..	..	249038	322346	325692	314000	306000	299000	299736	308156	..	..	..	..	..	..	..	321100	..	..	..	..	..	..	..	372297	344370	353901	359322	382394	..
"National transport"	"Number of passengers (1000s)"	"North Macedonia"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1810	1096	1143	991	1505	1686	1697	1654	1848	1320	897	867	..	861	961	1056	1424	1500	1489	1408	1000	842	791	1013	660	495	..
"National transport"	"Number of passengers (1000s)"	"Norway"	..	..	..	..	..	..	..	..	..	..	..	..	34186	33216	35559	37276	37758	39459	40571	44634	46972	49899	49606	49396	..	..	..	..	..	..	58584	57450	57930	58869	62210	66762	69867	73339	73756	72968	77298
"National transport"	"Number of passengers (1000s)"	"Poland"	..	..	..	..	..	..	..	..	..	..	..	..	780028	643459	542008	533177	489286	378318	330509	326320	321729	321567	356980	328922	301621	281289	269783	255751	262858	276981	289901	281086	259520	261516	271118	267940	266775	276176	290838	301593	..
"National transport"	"Number of passengers (1000s)"	"Portugal"	..	..	..	..	..	..	..	..	..	..	..	..	225340	223057	224135	208250	201102	187357	176914	177932	177323	166998	159747	160460	159708	..	..	..	154434	156511	158300	153658	152870	148931	132083	125945	128139	130194	133656	141625	..
"National transport"	"Number of passengers (1000s)"	"Republic of Moldova"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7917	3731	2568	2731	2993	3074	3092	1811	3738	3940	..	1384	1357	3419	3068	2879	3003	2582	1638	1200	1050
"National transport"	"Number of passengers (1000s)"	"Romania"	..	..	..	..	..	..	..	..	..	..	..	..	404280	360942	322421	224426	205708	209872	212183	185944	146199	128706	116617	113015	95054	94302	98914	91943	93897	87794	77759	69899	63830	60761	57329	57160	64525	66262	64252	68868	..
"National transport"	"Number of passengers (1000s)"	"Russian Federation"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1019000	831586	978325	1058713	1064485	..	..	..	..	..
"National transport"	"Number of passengers (1000s)"	"Serbia"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	6003	4861	4772	4670	4561	5356	5214	6535	6106	5908	..	5346	..
"National transport"	"Number of passengers (1000s)"	"Slovakia"	..	..	..	..	..	..	..	..	..	..	..	..	116647	109412	105662	86354	96057	86808	68654	65668	66714	67295	64332	61047	57118	49154	48250	47911	45566	43990	45591	43761	43725	44591	41455	42608	45706	56991	65807	71474	..
"National transport"	"Number of passengers (1000s)"	"Slovenia"	..	..	..	..	..	..	..	..	..	..	..	..	19427	14264	10955	11594	12113	12422	12870	12743	12971	12987	14171	13585	13593	14152	13985	14917	15275	15232	15753	15434	15294	14838	14622	15563	14054	13792	13231	12592	12677
"National transport"	"Number of passengers (1000s)"	"Spain"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	364773	377140	394424	401231	417954	437903	465840	484480	..	483610	504606	516676	506620	498974	465982	562793	578673	463225	562882	562782	566814	..	..	..
"National transport"	"Number of passengers (1000s)"	"Sweden"	..	..	..	..	..	..	..	..	..	..	..	..	81489	80959	87974	91375	92786	..	..	..	..	113141	46155	133000	136000	138000	140000	142000	150000	159000	168000	167000	168000	176000	181395	188450	195022	201745	208944	217668	235330
"National transport"	"Number of passengers (1000s)"	"Switzerland"	..	..	..	..	..	..	..	..	..	..	..	..	255848	262595	238575	245894	255746	246450	250342	259105	261303	..	..	..	..	..	..	..	..	..	449170	460140	479818	499291	499543	526345	553420	572132	592182	596646	583526
"National transport"	"Number of passengers (1000s)"	"Tajikistan"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	432	347	514	513	530	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"National transport"	"Number of passengers (1000s)"	"Turkey"	..	..	..	..	..	..	..	..	..	..	..	..	138974	133043	131150	146081	119337	104505	98142	106822	109556	98828	85259	76183	72953	76864	76640	76163	77232	81052	78932	79851	83913	85571	70160	46342	78248	95185	88870	85206	..
"National transport"	"Number of passengers (1000s)"	"Turkmenistan"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	4931	7039	5560	2112	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"National transport"	"Number of passengers (1000s)"	"Ukraine"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"National transport"	"Number of passengers (1000s)"	"United Kingdom"	..	..	..	..	..	..	..	..	..	..	..	..	762382	745400	750017	718931	708343	766630	806965	851213	896837	951575	963000	966000	982193	1020344	1026000	..	1130913	1218949	1279866	1271551	1348649	..	..	1579843	1659637	1702234	1753135	1737710	..
"National transport"	"Number of passengers (1000s)"	"United States"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	605429	..	..	..	694330	699232	702799	691006	675876
"National transport"	"Number of passengers (1000s)"	"Uzbekistan"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	8303	12251	12084	11270	12365	13908	..	..	..	..	..	..	..	..	..	..	..	15025	16497	..	19548	20524	20447	21644
"National transport"	"Passenger kilometres (millions)"	"Albania"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	223	215	197	168	95	116	121	125	138	123	105	89	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"National transport"	"Passenger kilometres (millions)"	"Armenia"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	343	166	84	69	44	41	39	34	..	..	..	..	..	..	..	..	..	..	22	26	24	23	23	..	..
"National transport"	"Passenger kilometres (millions)"	"Austria"	..	..	..	..	..	..	..	..	..	..	..	..	6652	7216	7477	7260	7293	7842	7950	6894	7971	6958	6897	6568	6620	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"National transport"	"Passenger kilometres (millions)"	"Azerbaijan"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	882	895	789	557	..	..	..	447	..	..	..	685	760	805	939	894	..	834	584	509	519	531	439	402	..	..
"National transport"	"Passenger kilometres (millions)"	"Belarus"	..	..	..	..	..	..	..	..	..	..	..	..	..	7501	..	11416	11100	9412	8954	10369	11184	..	..	..	..	..	..	..	..	..	..	..	..	..	6639	6825	6327	5993	5327	..	..
"National transport"	"Passenger kilometres (millions)"	"Belgium"	..	..	..	..	..	..	..	..	..	..	..	..	5592	5737	5756	5749	5795	5785	5679	5834	5830	6033	6317	6599	6790	6928	7328	7771	8190	8546	8912	9005	..	..	..	..	..	..	..	..	..
"National transport"	"Passenger kilometres (millions)"	"Bosnia and Herzegovina"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	65	..	..	..	..	..	..	..	..	..	..	..	..	..	..	41	39	42	35	31	31	..	29	..
"National transport"	"Passenger kilometres (millions)"	"Bulgaria"	..	..	..	..	..	..	..	..	..	..	..	..	..	4729	5290	5756	4952	4606	5001	5800	4674	3767	3416	2928	2528	2478	2383	2345	2366	2342	2264	2089	2045	2032	1848	1795	1683	1175	1441	1416	..
"National transport"	"Passenger kilometres (millions)"	"Canada"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"National transport"	"Passenger kilometres (millions)"	"Croatia"	..	..	..	..	..	..	..	..	..	..	..	..	3137	1328	928	937	940	1109	1167	1120	1048	1091	1189	1167	1083	1042	1100	1161	1257	1508	1703	1745	1660	1405	1029	899	884	911	799	713	..
"National transport"	"Passenger kilometres (millions)"	"Czechia"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	8288	8205	7602	7597	6949	6379	6364	6474	6683	6073	6145	6222	6285	6564	6536	6324	6132	6263	6408	6793	6804	6945	7212	7509	7967	..
"National transport"	"Passenger kilometres (millions)"	"Denmark"	..	..	..	..	..	..	..	..	..	..	..	..	4577	4451	4545	4515	4640	4496	4442	4803	4986	4984	5123	5251	5196	5277	5395	5433	5531	5554	5606	..	..	..	..	5952	5916	5874	5763	5719	..
"National transport"	"Passenger kilometres (millions)"	"Estonia"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	501	495	390	319	231	189	187	206	235	161	157	160	170	223	231	246	245	232	229	228	218	201	263	276	297	346	397
"National transport"	"Passenger kilometres (millions)"	"Finland"	..	..	..	..	..	..	..	..	..	..	..	..	3254	3168	3030	2975	2995	3133	3199	3311	3314	3364	3345	3217	3237	3266	3280	3402	3447	3675	3940	3785	3869	3767	3907	3898	3740	4002	3751	4129	..
"National transport"	"Passenger kilometres (millions)"	"France"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	42646	43066	53804	49945	53459	53846	55733	57447	59971	61509	63776	62916	66237	68338	72007	74147	76763	78628	78333	80963	80507	79658	78690	81597	81348	87006	..
"National transport"	"Passenger kilometres (millions)"	"Georgia"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"National transport"	"Passenger kilometres (millions)"	"Germany"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	55819	69444	70931	70532	67504	66787	..	..	72951	75511	77888	76583	78509	80347	83478	84644	85918	86855	89497	90740	..
"National transport"	"Passenger kilometres (millions)"	"Greece"	..	..	..	..	..	..	..	..	..	..	..	..	1692	1854	1879	88	55	1513	1699	1847	1524	1565	1862	1726	1810	1539	1635	1804	1748	1853	1599	..	..	954	832	1055	1068	1256	1190	1109	..
"National transport"	"Passenger kilometres (millions)"	"Hungary"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	8720	7924	8019	8106	8210	8334	8453	9219	9306	9588	10129	9887	10162	9099	..	8380	7913	7681	7316	7397	7357	7443	7365	7238	7302	7370	..
"National transport"	"Passenger kilometres (millions)"	"Ireland"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1678	1744	1693	1622	1630	2039	2110	2238	..
"National transport"	"Passenger kilometres (millions)"	"Israel"	..	..	..	..	..	..	..	..	..	..	..	..	170	178	198	214	231	268	294	346	382	529	781	961	1160	1278	1423	1618	1609	1834	1968	..	..	..	..	..	..	..	..	2765	..
"National transport"	"Passenger kilometres (millions)"	"Italy"	..	..	..	..	..	..	..	..	..	..	..	..	40512	40295	..	40881	42440	39247	40178	38930	36940	39220	39516	43857	43234	..	43576	43889	43712	44707	44708	43297	42486	38479	45018	46901	48170	50499	51595	..	..
"National transport"	"Passenger kilometres (millions)"	"Kazakhstan"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	4589	13103	15403	17316	15326	..	15997	..	..
"National transport"	"Passenger kilometres (millions)"	"Kyrgyzstan"	..	..	..	..	..	..	..	..	..	..	..	..	205	200	235	295	172	87	92	93	59	31	44	50	43	50	45	46	62	60	90	..	99	83	76	..	..	..	..	..	..
"National transport"	"Passenger kilometres (millions)"	"Latvia"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	2271	1488	1422	1023	923	925	876	831	568	589	643	676	722	800	893	889	865	686	670	662	640	640	578	545	546	555	584
"National transport"	"Passenger kilometres (millions)"	"Lithuania"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1186	880	841	746	613	521	533	501	335	263	229	257	262	259	246	186	235	213	226	249	255	252	250	248	267	303	339
"National transport"	"Passenger kilometres (millions)"	"Luxembourg"	..	..	..	..	..	..	..	..	..	..	..	..	169	169	223	217	240	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"National transport"	"Passenger kilometres (millions)"	"Montenegro"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	59	45	..
"National transport"	"Passenger kilometres (millions)"	"Netherlands"	..	..	..	..	..	..	..	..	..	..	..	..	10432	14560	14596	14138	13859	13408	13499	13778	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	17824	17057	17279	17436	17361	..
"National transport"	"Passenger kilometres (millions)"	"North Macedonia"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	99	57	60	58	115	139	148	149	175	131	95	89	..	91	101	105	146	152	153	145	99	80	79	176	83	59	..
"National transport"	"Passenger kilometres (millions)"	"Norway"	..	..	..	..	..	..	..	..	..	..	..	..	2011	2066	2162	2218	2328	2326	2384	2514	2540	2624	2462	2536	..	..	..	..	..	..	3059	3012	3062	3013	3047	3215	3397	3510	3644	3529	3684
"National transport"	"Passenger kilometres (millions)"	"Poland"	..	..	..	..	..	..	..	..	..	..	..	..	46839	37120	31366	29651	26605	20094	18960	19148	19920	20834	23347	21701	20151	19114	17977	17451	17838	19135	19617	18173	17375	17575	17273	16293	15620	17060	18898	20035	..
"National transport"	"Passenger kilometres (millions)"	"Portugal"	..	..	..	..	..	..	..	..	..	..	..	..	5560	5574	5575	5312	5039	4764	4434	4488	4521	4141	3727	3754	3835	..	..	..	3821	3933	4093	4049	4008	4050	3713	3548	3740	3837	4026	4267	..
"National transport"	"Passenger kilometres (millions)"	"Republic of Moldova"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	430	182	112	117	134	132	136	145	166	176	..	188	173	155	142	139	116	117	70	50	42
"National transport"	"Passenger kilometres (millions)"	"Romania"	..	..	..	..	..	..	..	..	..	..	..	..	29418	24721	23813	19150	17997	18682	18204	15667	12763	12141	11385	10759	8340	8378	8480	7841	7928	7330	6806	5995	5308	5016	4506	4333	4925	5106	4952	5629	..
"National transport"	"Passenger kilometres (millions)"	"Russian Federation"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	38000	28032	124114	144420	122784	..	..	..	..	..
"National transport"	"Passenger kilometres (millions)"	"Serbia"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	607	365	356	354	322	317	333	422	384	432	..	319	..
"National transport"	"Passenger kilometres (millions)"	"Slovakia"	..	..	..	..	..	..	..	..	..	..	..	..	5347	5095	4955	4524	3883	3586	3007	2667	2844	2795	2691	2626	2521	2185	2099	2039	2043	1970	2094	2079	2121	2222	2243	2255	2349	3208	3383	3649	..
"National transport"	"Passenger kilometres (millions)"	"Slovenia"	..	..	..	..	..	..	..	..	..	..	..	..	1166	656	404	453	475	491	510	511	520	523	593	594	622	650	648	666	675	690	713	718	680	641	614	636	582	594	565	525	524
"National transport"	"Passenger kilometres (millions)"	"Spain"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	14834	15029	15905	16671	17338	17755	18362	18652	..	18277	19075	20256	19966	21462	21060	22149	22764	20996	23622	24856	24918	..	..	..
"National transport"	"Passenger kilometres (millions)"	"Sweden"	..	..	..	..	..	..	..	..	..	..	..	..	..	4908	4780	5122	5190	..	..	..	..	7061	5492	7979	7986	7977	8013	8338	9037	9767	10609	10706	10616	10827	11330	11359	11629	12121	12333	12739	13058
"National transport"	"Passenger kilometres (millions)"	"Switzerland"	..	..	..	..	..	..	..	..	..	..	..	..	9574	10932	10040	10277	10842	10637	10742	11672	11798	..	..	..	..	..	..	..	..	..	16786	17618	18094	18390	18175	18405	19001	19353	19817	19860	18872
"National transport"	"Passenger kilometres (millions)"	"Tajikistan"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"National transport"	"Passenger kilometres (millions)"	"Turkey"	..	..	..	..	..	..	..	..	..	..	..	..	6375	5987	6228	7075	6276	5758	5177	5770	6099	6116	5807	5504	5134	5817	5171	4977	5201	5472	4999	5271	5378	5802	4541	3731	4323	4779	4270	4528	..
"National transport"	"Passenger kilometres (millions)"	"Turkmenistan"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1683	1708	774	372	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"National transport"	"Passenger kilometres (millions)"	"Ukraine"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	42423	43392	41798	41538	34350	34545	36102	..	..
"National transport"	"Passenger kilometres (millions)"	"United Kingdom"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	30549	28866	30227	32337	34919	36490	38708	38393	39299	39700	..	41700	..	45565	48729	51091	51123	54112	..	..	60089	62806	64507	66173	67040	..
"National transport"	"Passenger kilometres (millions)"	"United States"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"National transport"	"Passenger kilometres (millions)"	"Uzbekistan"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1940	1371	1315	1386	1324	1513	..	..	..	..	..	..	..	..	..	..	..	3438	3673	..	3758	3934	4294	4329
"International transport"	"Number of passengers (1000s)"	"Albania"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	0	0	0	0	0	0	0	0	0	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"International transport"	"Number of passengers (1000s)"	"Armenia"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	141	378	261	34	87	21	31	55	..	..	..	..	..	..	..	..	..	..	67	49	57	43	53	..	..
"International transport"	"Number of passengers (1000s)"	"Austria"	..	..	..	..	..	..	..	..	..	..	..	..	9513	9813	10145	10177	9494	8785	8375	7515	7111	6708	6742	7667	7705	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"International transport"	"Number of passengers (1000s)"	"Azerbaijan"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	653	520	8	5	..	..	..	229	..	..	..	449	484	654	699	643	..	317	287	305	344	285	167	146	..	..
"International transport"	"Number of passengers (1000s)"	"Belarus"	..	..	..	..	..	..	..	..	..	..	..	..	..	26230	..	26658	16609	9903	8372	7798	6702	..	..	..	..	..	..	..	..	..	..	..	..	..	7698	7132	5091	3997	3845	..	..
"International transport"	"Number of passengers (1000s)"	"Belgium"	..	..	..	..	..	..	..	..	..	..	..	..	8744	9714	10156	9959	9185	10797	10942	10253	11934	12472	13421	13819	14093	13417	13382	13723	14674	14254	15813	15949	..	..	..	..	..	..	..	..	..
"International transport"	"Number of passengers (1000s)"	"Bosnia and Herzegovina"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..	193	171	169	44	31	30	..	0	..
"International transport"	"Number of passengers (1000s)"	"Bulgaria"	..	..	..	..	..	..	..	..	..	..	..	..	..	545	391	440	687	461	289	526	349	218	235	248	277	145	93	176	208	305	456	431	431	388	349	344	302	197	523	792	..
"International transport"	"Number of passengers (1000s)"	"Canada"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	42	..	..	..	..	23	..	..	31	..	..	..	..	..	..	..	..	..	..
"International transport"	"Number of passengers (1000s)"	"Croatia"	..	..	..	..	..	..	..	..	..	..	..	..	1283	763	704	370	566	730	754	672	687	659	709	718	838	838	775	738	780	764	791	699	666	653	601	455	398	352	330	320	..
"International transport"	"Number of passengers (1000s)"	"Czechia"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1128	1086	1502	1863	3627	2931	2622	2769	2891	2435	1760	1638	1723	2011	2040	2522	2025	2388	2548	3030	3697	3795	4648	5471	6092	..
"International transport"	"Number of passengers (1000s)"	"Denmark"	..	..	..	..	..	..	..	..	..	..	..	..	1700	1600	1400	1400	1300	1000	1000	1257	900	800	3100	5100	5600	6108	6659	7092	8311	10100	11484	..	..	..	..	12430	12403	13041	12717	12638	..
"International transport"	"Number of passengers (1000s)"	"Estonia"	..	..	..	..	..	..	..	..	..	..	..	..	..	..	2803	1326	850	617	487	465	274	175	143	120	108	112	124	140	144	150	161	96	98	84	97	123	97	55	103	107	107
"International transport"	"Number of passengers (1000s)"	"Finland"	..	..	..	..	..	..	..	..	..	..	..	..	271	219	94	106	140	171	186	220	215	177	206	240	266	256	252	267	337	399	432	350	346	443	495	508	517	428	452	548	..
